,Прибыль в расчете на 1 работника
12899,38615.38461538462
5446,-188750.0
15599,953417.5824175824
16266,1352500.0
17536,-917.8082191780821
3135,149857.14285714287
1842,-852275.7575757576
2564,2105500.0
16864,-580000.0
8320,1411250.0
6269,522750.0
17031,-852275.7575757576
12204,693238.8059701492
12674,2263000.0
8391,108800.0
14304,1098500.0
6948,2737395.1285520974
9523,2819470.8095297236
13650,318000.0
2383,-32000.0
19882,-852275.7575757576
15407,295000.0
4988,-346086.95652173914
3846,52571.42857142857
9580,281789.4736842105
18497,2818039.8322851155
9706,2819470.8095297236
10672,537125.0
3741,232400.0
17669,307692.3076923077
3662,275571.4285714286
11304,-638500.0
6946,160000.0
13888,112083.33333333333
19219,-462000.0
3616,579253.9682539683
18255,8000.0
16624,20000.0
10753,2301666.6666666665
5978,25666.666666666668
6426,139000.0
18252,968000.0
15994,141500.0
9272,2819470.8095297236
7454,466146.34146341466
12804,201000.0
13783,-11833.333333333334
9213,70500.0
4531,-55000.0
5960,313750.0
14486,2819470.8095297236
15643,-55875.0
8851,-852275.7575757576
10214,389545.45454545453
13308,579050.0
11841,4625.0
9628,384578.94736842107
511,80666.66666666667
10949,1161640.2877697842
19321,174000.0
7441,101486.37316561845
5569,177464.78873239437
3279,254857.14285714287
12810,2819470.8095297236
8268,1108333.3333333333
13381,2732000.0
9669,1940537.6344086023
10525,202000.0
17932,2819470.8095297236
8279,-407761.90476190473
5665,2819470.8095297236
701,-809785.7142857143
7474,-74000.0
17319,500.0
9745,1965700.0
2982,87800.0
18843,244200.0
12621,2819470.8095297236
10202,1048500.0
10985,182172.41379310345
18375,1320604.6511627906
11756,-191000.0
13016,496300.0
14866,-20857.14285714286
7666,-146070.2875399361
6225,2315201.6129032257
11989,649500.0
4375,-228000.0
17835,-54750.0
624,2819470.8095297236
4149,1522666.6666666667
19978,1891363.6363636365
5204,1656600.0
14028,2260107.594936709
8476,-126240.0
17316,2819470.8095297236
19945,-852275.7575757576
10333,-396000.0
13624,15714.285714285714
9428,528857.1428571428
17979,-852275.7575757576
15099,157111.11111111112
5551,2819470.8095297236
7935,-101987.90322580645
13871,982146.3414634146
11302,1226933.3333333333
10981,-702500.0
15826,1949687.5
5873,-138000.0
11,1083059.3220338982
9647,730000.0
13087,-344183.67346938775
9812,5048.192771084337
18286,2819470.8095297236
1146,151400.0
3501,-369777.77777777775
5366,8750.0
3609,1142700.0
2386,-280342.85714285716
16887,-423000.0
12667,1089765.9574468085
10909,-317000.0
19171,173733.33333333334
5345,-554000.0
839,2819470.8095297236
4271,-95000.0
4914,-852275.7575757576
9125,308918.91891891893
18254,631600.0
7164,-55000.0
12631,123800.0
14081,452181.8181818182
19673,2819470.8095297236
12934,102000.0
12888,991655.1724137932
2636,1599952.380952381
7994,436000.0
8075,273333.3333333333
18495,1783800.0
6761,822250.0
13929,3000.0
12930,110894.73684210527
5695,-21793.650793650795
15324,2819470.8095297236
17515,956574.4680851063
15742,-852275.7575757576
2914,1034130.5449936629
10914,-852275.7575757576
8245,97333.33333333333
12563,94361.11111111111
458,2819470.8095297236
6091,179333.33333333334
5059,777805.9701492537
19009,-362000.0
4654,1296500.0
12664,17955.555555555555
12452,-256800.0
18544,835846.1538461539
11473,142000.0
17673,464333.3333333333
6385,48000.0
635,2819470.8095297236
12348,-721000.0
13320,314272.7272727273
9986,161530.30303030304
885,559126.213592233
17517,103105.26315789473
7295,-482807.6923076923
16719,34875.0
11086,1713961.5384615385
14059,153500.0
11528,58000.0
7374,115597.01492537314
14256,713500.0
9378,-852275.7575757576
1472,2819470.8095297236
3207,175777.77777777778
10565,1675000.0
7785,165315.7894736842
2737,-852275.7575757576
8321,198444.44444444444
18800,2819470.8095297236
9914,2121600.0
1571,1293000.0
825,-852275.7575757576
9394,1025000.0
310,1438285.7142857143
19246,45222.22222222222
16028,265939.1304347826
15986,2819470.8095297236
4642,-852275.7575757576
14855,1036333.3333333334
17038,970529.4117647059
10999,406978.417266187
18806,851500.0
18673,548342.8571428572
8886,969666.6666666666
1848,225260.5633802817
13482,2819470.8095297236
14646,2360022.6130653266
11456,930705.8823529412
5772,376388.8888888889
7601,2344577.114427861
10361,2198789.4736842103
12941,100500.0
9411,1445666.6666666667
8067,528500.0
18039,43750.0
8832,90974.02597402598
11394,-726000.0
13162,2819470.8095297236
6493,-99200.0
5519,-852275.7575757576
12115,20500.0
16296,2819470.8095297236
18725,-4302.325581395349
12057,-98733.33333333333
2947,-574644.0677966102
16554,-360366.1538461539
9450,-191821.42857142858
9848,1005125.0
4009,187000.0
14438,-166500.0
9513,-51400.0
7321,25000.0
18668,250965.27777777778
10634,-162500.0
1484,259300.0
3712,62000.0
18818,-78000.0
15494,2080000.0
6094,884260.8695652174
7508,2325928.5714285714
11811,2819470.8095297236
19937,600333.3333333334
19123,2819470.8095297236
19296,-233000.0
3076,1576000.0
1816,2819470.8095297236
16566,-636000.0
10487,46000.0
12283,-252000.0
5313,-84837.20930232559
18416,392500.0
19265,2000037.037037037
17978,184000.0
19069,-317720.1646090535
10676,2662750.0
11489,34681.818181818184
17995,1079506.4935064935
8862,-57750.0
5739,277250.0
1961,-407041.6666666667
285,1948000.0
12593,484000.0
2035,2819470.8095297236
11672,25630.434782608696
4790,125575.75757575757
18223,-547666.6666666666
7947,-264428.5714285714
15738,359000.0
19093,100985.29411764706
6254,105769.23076923077
4890,189204.54545454544
18580,172000.0
2377,546631.5789473684
8578,531482.428115016
16081,1000.0
5667,352777.77777777775
14161,2562000.0
85,1566323.5294117648
2689,-305333.3333333333
15227,1021077.8443113773
14785,34000.0
17861,126461.53846153847
1194,69000.0
6508,-852275.7575757576
8732,212693.64161849712
7007,-551000.0
18578,10500.0
122,471666.6666666667
17625,-852275.7575757576
7155,-852275.7575757576
4563,-653294.1176470588
17104,1171983.3333333333
615,2819470.8095297236
13587,12333.333333333334
9412,94000.0
12108,-359818.1818181818
4198,4000.0
11190,2104606.0606060605
14263,62000.0
3775,-380230.76923076925
3912,-233333.33333333334
1934,2737609.813084112
11744,9500.0
18991,171333.33333333334
11939,999315.7894736842
9095,3857.1428571428573
18667,228339.53488372092
18649,-224627.45098039217
10887,549500.0
8411,149064.51612903227
7136,429090.9090909091
16318,763000.0
12607,502191.4893617021
10842,-306333.3333333333
10058,1481000.0
2237,1310857.142857143
3621,2819470.8095297236
887,181875.0
18100,-60333.333333333336
17148,407000.0
10050,-852275.7575757576
185,131500.0
9971,-7434.782608695652
13597,1179000.0
4303,2819470.8095297236
6586,2819470.8095297236
9443,2129000.0
18128,2819470.8095297236
2299,709591.8367346938
16168,11000.0
12200,2819470.8095297236
10096,555769.2307692308
4775,328750.0
10258,90200.0
4354,680608.695652174
17120,1201309.8591549296
19464,1287666.6666666667
19285,-64388.88888888889
14560,130562.5
12803,-15200.0
12360,-508789.4736842105
14078,1879800.0
8597,65636.36363636363
12457,-15400.0
14571,-55290.32258064516
8713,293555.55555555556
17269,1500705.8823529412
10084,511000.0
7169,2819470.8095297236
2399,4000.0
6661,-589000.0
5323,232250.0
9408,546545.4545454546
18777,389866.6666666667
9196,880387.0967741936
7437,2819470.8095297236
3483,1592000.0
19097,665794.1176470588
1612,1511214.2857142857
2893,489083.3333333333
10656,-6000.0
19885,99500.0
7685,94365.07936507936
10382,-106000.0
5914,1562000.0
19998,2819470.8095297236
18856,241649.4252873563
8808,435500.0
4753,61900.0
10591,2819470.8095297236
15539,940571.4285714285
1952,-852275.7575757576
14843,199098.83720930232
10921,933250.0
5317,-203000.0
13521,2819470.8095297236
393,670800.0
6092,-852275.7575757576
1299,460100.0
7235,251087.7659574468
3059,1062412.6984126985
15924,100344.8275862069
3490,9428.57142857143
2973,2819470.8095297236
6251,311000.0
15593,-605000.0
1982,2763000.0
4449,490555.55555555556
3911,1189000.0
6031,246714.2857142857
8792,-515687.5
2277,646530.534351145
2977,218882.35294117648
2134,379500.0
5839,268200.0
12645,200000.0
8638,-852275.7575757576
2007,33000.0
11984,144500.0
9663,17800.0
15330,2819470.8095297236
10959,520886.36363636365
4452,2819470.8095297236
15273,2819470.8095297236
13533,273000.0
1856,1030500.0
10879,2579250.0
9532,-852275.7575757576
19331,1464625.0
9364,12000.0
19376,125000.0
14169,1000.0
7017,1727920.0
8457,-32000.0
12887,2819470.8095297236
3096,11666.666666666666
5991,449875.0
19173,-11800.0
9884,400857.14285714284
2280,-4777.777777777777
3205,446666.6666666667
15703,2490000.0
16949,2819470.8095297236
16907,188878.1512605042
9264,629000.0
12476,432000.0
16328,64205.1282051282
12350,2819470.8095297236
16646,-61000.0
17749,-852275.7575757576
7440,1022500.0
8678,2476062.0689655175
4898,2819470.8095297236
4969,1101833.3333333333
12244,295333.3333333333
19497,-311158.7301587302
4029,2400400.0
11407,56000.0
10715,2247700.0
4275,2186893.6170212766
19645,500387.0967741936
3313,16000.0
14966,215701.83486238532
7019,738714.2857142857
19197,7000.0
14818,195272.72727272726
7211,2819470.8095297236
12212,-91500.0
5208,-852275.7575757576
2244,184600.0
4367,2399451.2195121953
17891,-45020.785219399535
7706,-504123.07692307694
6930,704687.5
13728,459200.0
15899,2819470.8095297236
11258,-316775.0
14108,2452666.6666666665
13760,706000.0
16271,264454.54545454547
3034,-474666.6666666667
776,161703.7037037037
6293,2819470.8095297236
9244,1093133.3333333333
9118,-158300.0
12309,666125.0
16519,-852275.7575757576
13967,1215125.6830601094
11108,84619.56521739131
16804,529750.0
8295,176136.36363636365
12770,-711000.0
17560,-29750.0
8635,-852275.7575757576
8588,2527500.0
9115,-454333.3333333333
8477,993711.1111111111
1291,2819470.8095297236
14449,183000.0
7628,-852275.7575757576
1033,62000.0
13159,2819470.8095297236
3358,612000.0
9024,2265020.0
13539,1017800.0
669,657227.2727272727
4830,2345500.0
10240,151733.33333333334
2587,284500.0
491,203000.0
8191,77500.0
8436,8000.0
1750,176809.52380952382
395,440000.0
8804,279700.0
14394,-852275.7575757576
16201,1383000.0
117,254000.0
5470,193948.11320754717
13180,1947977.2727272727
2181,151666.66666666666
16764,1179666.6666666667
9969,2819470.8095297236
5752,2555333.3333333335
17166,500.0
16514,1755216.2162162163
10002,382875.0
9811,224500.0
19582,1250.0
12713,78655.1724137931
5200,2819470.8095297236
11994,2819470.8095297236
16176,-39000.0
1235,801500.0
2782,161285.7142857143
19106,970393.6842105263
14859,1007000.0
14959,-98000.0
14307,-163000.0
7615,64857.142857142855
9564,2819470.8095297236
296,2143584.6153846155
9363,461800.0
1937,1977935.4838709678
14098,1460000.0
4319,773717.1717171717
582,1095888.888888889
17434,31900.0
18615,1478750.0
4358,563200.0
12253,2819470.8095297236
16345,49500.0
7351,2586865.6716417912
6583,-852275.7575757576
8703,1617928.5714285714
13009,35333.333333333336
7186,13000.0
8253,694958.904109589
9311,-556300.0
7841,2000.0
1014,-852275.7575757576
10507,92800.0
8147,-44000.0
3394,-236500.0
7043,1189708.3333333333
9376,-183904.7619047619
18316,-852275.7575757576
12677,-852275.7575757576
9123,514285.71428571426
14544,787200.0
2742,141000.0
4011,856500.0
13487,-129000.0
410,2819470.8095297236
19324,132000.0
8085,1945000.0
619,43782.608695652176
9242,11750.0
765,614982.7586206896
15665,236900.0
13337,-536500.0
1941,447906.25
3938,29000.0
2538,2234000.0
2965,484944.44444444444
8526,15279.411764705883
10131,2819470.8095297236
16565,529500.0
2739,125875.0
1491,75833.33333333333
12243,-533000.0
17426,335890.9090909091
17432,2819470.8095297236
5439,726000.0
2353,2819470.8095297236
11237,1137000.0
19884,759482.9545454546
18958,338522.0588235294
13328,248250.0
10409,1520.0
19706,-25428.571428571428
3177,255285.7142857143
13525,-280583.3333333333
7737,1696218.75
1020,187666.66666666666
15850,1437659.2178770949
1423,178500.0
7471,41583.333333333336
15052,62500.0
6832,6519.2307692307695
16282,527000.0
6964,277500.0
8129,64666.666666666664
12857,100555.55555555556
17260,258846.15384615384
7803,281076.92307692306
4663,408000.0
12940,36500.0
6452,2819470.8095297236
14048,2819470.8095297236
11022,-275481.48148148146
13432,119222.22222222222
10101,1330250.0
455,2819470.8095297236
5722,889000.0
16845,1558805.031446541
18795,2819470.8095297236
3427,2660623.3480176213
336,1999976.7441860465
19241,27333.333333333332
5149,2819470.8095297236
14301,-852275.7575757576
15368,822000.0
19752,-144000.0
15959,2819470.8095297236
5300,531444.4444444445
8842,1844000.0
7664,-591600.0
11791,1131000.0
12988,-153201.92307692306
1008,1527733.3333333333
19244,2819470.8095297236
15331,264000.0
971,203513.51351351352
12119,1396600.0
8902,1852250.0
3210,65000.0
11200,1000.0
11447,822000.0
4628,-716750.0
3786,99333.33333333333
11607,569015.873015873
17913,-244500.0
7220,418391.3043478261
6343,41500.0
2575,-852275.7575757576
17351,-852275.7575757576
16739,143000.0
1660,486500.0
1556,252598.95833333334
5092,10000.0
9156,1957233.3333333333
10524,24000.0
19533,39000.0
2875,-199166.66666666666
8038,-150000.0
12717,-665000.0
11486,1638000.0
9288,2819470.8095297236
4718,1079400.0
8036,2819470.8095297236
18554,1147666.6666666667
5849,788414.6341463415
2913,190750.0
4053,2819470.8095297236
12496,-852275.7575757576
14887,8031.25
17310,-46297.87234042553
17050,-75426.35658914728
11366,413776.78571428574
12011,780027.7777777778
1551,11000.0
1440,-71924.0506329114
459,2819470.8095297236
15772,473986.30136986304
2630,729608.695652174
4034,744285.7142857143
5031,2819470.8095297236
18860,363000.0
4103,208000.0
11397,2819470.8095297236
18241,1032000.0
7269,8000.0
14993,1017311.1111111111
19137,375000.0
9057,665818.1818181818
9659,262250.0
12333,-81333.33333333333
5727,136333.33333333334
14287,-51596.77419354839
18548,2819470.8095297236
3297,92031.25
16144,-175435.7142857143
13996,1373819.1489361702
19157,17000.0
1090,53133.333333333336
5255,-78312.5
3913,-560615.3846153846
6291,-362250.0
16997,1818533.3333333333
15137,2819470.8095297236
10553,216666.66666666666
4972,-244291.66666666666
1474,218000.0
9996,2125000.0
13686,-8500.0
4824,9000.0
16629,-57000.0
1857,887129.0322580645
1445,-45888.11188811189
6723,281807.6923076923
13261,-4000.0
11364,-259327.27272727274
1101,-195200.0
11911,380000.0
15974,-852275.7575757576
18040,-852275.7575757576
19529,-852275.7575757576
6713,238400.0
5499,221838.98305084746
10010,148000.0
7348,902400.0
12675,-97406.25
10927,625666.6666666666
2231,415125.0
5555,88500.0
18622,362840.70796460175
12413,242266.66666666666
5440,-123400.0
4022,-852275.7575757576
11531,481026.3157894737
16068,281333.3333333333
4213,-48207.92079207921
17324,75000.0
13129,2233762.376237624
15037,-300201.92307692306
15355,1628317.0731707318
17128,24750.0
8634,-450571.4285714286
7041,177200.0
13220,-852275.7575757576
11274,556900.0
8790,-119000.0
14781,2017857.142857143
4084,94764.70588235294
806,23500.0
13084,-852275.7575757576
5308,18000.0
4159,235850.4672897196
16255,2195000.0
7349,-852275.7575757576
15677,469244.89795918367
1814,324057.14285714284
6015,1453416.6666666667
300,-409000.0
9464,327000.0
6221,2003538.4615384615
667,1417569.0376569037
5418,55958.333333333336
8019,2819470.8095297236
1182,16500.0
8058,2819470.8095297236
9875,-292369.5652173913
17326,791956.3218390804
18883,-44400.0
8419,295000.0
14705,2819470.8095297236
3064,84152.17391304347
16151,2819470.8095297236
6651,1139500.0
1608,1195954.0229885057
1172,2819470.8095297236
12497,28000.0
12113,2742375.0
19729,850800.0
